med_rep,cell,Medium,Replicate,rep_medium,diameter,Circularity,meanCW,meanViability,cooX,cooY,huang,cellalive
Condition2-n1,n1__Condition2-233,Condition2,n1,n1__Condition2,18.8184804711857,0.963,155.745,1409.862,2110.723,480.854,579.270298039216,yes
Condition2-n1,n1__Condition2-240,Condition2,n1,n1__Condition2,24.8367654892626,0.933,207.535,2149.957,1134.896,496.877,579.270298039216,yes
Condition2-n1,n1__Condition2-251,Condition2,n1,n1__Condition2,25.2760331321963,0.98,235.368,2125.631,463.377,525.949,579.270298039216,yes
Condition2-n1,n1__Condition2-257,Condition2,n1,n1__Condition2,20.3183566548837,0.994,172.565,1323.617,1368.121,535.112,579.270298039216,yes
Condition2-n1,n1__Condition2-263,Condition2,n1,n1__Condition2,21.8179145286956,0.993,152.056,1366.739,1127.532,548.157,579.270298039216,yes
Condition2-n1,n1__Condition2-267,Condition2,n1,n1__Condition2,15.6570266816083,0.954,155.415,1051.378,1956.914,557.466,579.270298039216,yes
Condition2-n1,n1__Condition2-268,Condition2,n1,n1__Condition2,16.6027253534603,0.967,196.36,781.698,1870.783,558.476,579.270298039216,yes
Condition2-n1,n1__Condition2-270,Condition2,n1,n1__Condition2,15.7522013375773,1.012,169.673,1476.122,1577.753,560.424,579.270298039216,yes
Condition2-n1,n1__Condition2-273,Condition2,n1,n1__Condition2,21.101717284782,0.965,178.276,2156.208,1984.516,573.196,579.270298039216,yes
Condition2-n1,n1__Condition2-274,Condition2,n1,n1__Condition2,20.4132130009665,0.958,165.626,1807.245,2303.389,575.198,579.270298039216,yes
Condition2-n1,n1__Condition2-275,Condition2,n1,n1__Condition2,19.8790890119501,0.985,177.448,1716.149,2479.558,574.377,579.270298039216,yes
Condition2-n1,n1__Condition2-282,Condition2,n1,n1__Condition2,24.5598358882827,0.992,177.74,1716.114,1877.597,581.192,579.270298039216,yes
Condition2-n1,n1__Condition2-285,Condition2,n1,n1__Condition2,17.4615254263842,0.96,175.707,2029.747,1629.057,582.139,579.270298039216,yes
Condition2-n1,n1__Condition2-29,Condition2,n1,n1__Condition2,21.9999877835927,0.959,205.044,1999.705,1805.751,49.39,579.270298039216,yes
Condition2-n1,n1__Condition2-293,Condition2,n1,n1__Condition2,27.7887713737311,0.991,161.294,2176.919,2515.578,602.609,579.270298039216,yes
Condition2-n1,n1__Condition2-294,Condition2,n1,n1__Condition2,23.1077061875123,0.992,181.149,2659.261,93.133,600.987,579.270298039216,yes
Condition2-n1,n1__Condition2-296,Condition2,n1,n1__Condition2,23.1357174574965,0.965,150,1281.827,802.406,604.731,579.270298039216,yes
Condition2-n1,n1__Condition2-297,Condition2,n1,n1__Condition2,19.0282466861808,0.904,211.546,970.29,480.108,604.719,579.270298039216,yes
Condition2-n1,n1__Condition2-300,Condition2,n1,n1__Condition2,19.4872495420578,0.982,167.245,1553.623,74.312,617.537,579.270298039216,yes
Condition2-n1,n1__Condition2-301,Condition2,n1,n1__Condition2,26.2217318040483,0.994,150.808,2474.267,1335.995,620.457,579.270298039216,yes
Condition2-n1,n1__Condition2-303,Condition2,n1,n1__Condition2,21.4935567546743,1.001,404.244,1936.058,20.736,629.965,579.270298039216,yes
Condition2-n1,n1__Condition2-305,Condition2,n1,n1__Condition2,19.7167509699964,0.992,153.488,1736.261,629.089,632.529,579.270298039216,yes
Condition2-n1,n1__Condition2-307,Condition2,n1,n1__Condition2,19.210319941078,1.007,154.253,2433.997,2168.356,634.411,579.270298039216,yes
Condition2-n1,n1__Condition2-312,Condition2,n1,n1__Condition2,13.8130575109456,0.958,203.68,2094.326,538.033,642.524,579.270298039216,yes
Condition2-n1,n1__Condition2-314,Condition2,n1,n1__Condition2,14.0231420358269,1.006,160.466,1771.003,2027.719,645.095,579.270298039216,yes
Condition2-n1,n1__Condition2-319,Condition2,n1,n1__Condition2,17.3663507704153,0.958,204.97,779.551,464.17,659.049,579.270298039216,yes
Condition2-n1,n1__Condition2-326,Condition2,n1,n1__Condition2,19.8790890119501,0.991,152.721,1707.059,1850.339,678.544,579.270298039216,yes
Condition2-n1,n1__Condition2-337,Condition2,n1,n1__Condition2,23.270044229466,0.998,160.087,1498.526,238.188,715.862,579.270298039216,yes
Condition2-n1,n1__Condition2-34,Condition2,n1,n1__Condition2,17.5761169854104,0.972,200.045,1393.339,1123.019,55.341,579.270298039216,yes
Condition2-n1,n1__Condition2-340,Condition2,n1,n1__Condition2,23.270044229466,1,169.461,654.203,2164.786,718.783,579.270298039216,yes
Condition2-n1,n1__Condition2-341,Condition2,n1,n1__Condition2,27.7410248908035,0.994,240.836,1966.812,314.123,723.002,579.270298039216,yes
Condition2-n1,n1__Condition2-350,Condition2,n1,n1__Condition2,14.3672350227916,0.99,174.079,1402.003,553.933,748.638,579.270298039216,yes
Condition2-n1,n1__Condition2-352,Condition2,n1,n1__Condition2,20.15601861293,1.003,279.466,1785.424,1196.392,753.635,579.270298039216,yes
Condition2-n1,n1__Condition2-357,Condition2,n1,n1__Condition2,21.101717284782,0.995,185.247,1569.735,185.942,765.187,579.270298039216,yes
Condition2-n1,n1__Condition2-361,Condition2,n1,n1__Condition2,19.0957283820518,0.99,146.29,819.062,633.438,780.439,579.270298039216,yes
Condition2-n1,n1__Condition2-367,Condition2,n1,n1__Condition2,23.6618836993583,0.999,161.749,1476.681,1384.671,799.585,579.270298039216,yes
Condition2-n1,n1__Condition2-370,Condition2,n1,n1__Condition2,16.9270831274816,0.996,162.336,1600.722,1303.869,808.671,579.270298039216,yes
Condition2-n1,n1__Condition2-372,Condition2,n1,n1__Condition2,15.8667928966034,0.974,162.956,2130.908,1309.911,824.563,579.270298039216,yes
Condition2-n1,n1__Condition2-385,Condition2,n1,n1__Condition2,22.4389371166401,1.001,179.383,1680.57,1839.63,867.732,579.270298039216,yes
Condition2-n1,n1__Condition2-386,Condition2,n1,n1__Condition2,16.8599197414968,0.951,175.73,1639.744,89.239,870.652,579.270298039216,yes
Condition2-n1,n1__Condition2-39,Condition2,n1,n1__Condition2,17.5958521983538,0.993,141.616,1949.653,623.183,62.695,579.270298039216,yes
Condition2-n1,n1__Condition2-393,Condition2,n1,n1__Condition2,15.0834322667051,0.945,156.212,822.187,554.647,877.272,579.270298039216,yes
Condition2-n1,n1__Condition2-394,Condition2,n1,n1__Condition2,19.9265171849915,0.967,150.479,1282.652,2280.187,881.864,579.270298039216,yes
Condition2-n1,n1__Condition2-395,Condition2,n1,n1__Condition2,14.5295730647453,0.986,155.198,1802.644,955.186,880.225,579.270298039216,yes
Condition2-n1,n1__Condition2-401,Condition2,n1,n1__Condition2,19.0479818991242,0.992,149.034,2076.675,1894.147,896.613,579.270298039216,yes
Condition2-n1,n1__Condition2-406,Condition2,n1,n1__Condition2,19.6495875840116,0.942,347.149,617.99,2322.172,910.242,579.270298039216,yes
Condition2-n1,n1__Condition2-409,Condition2,n1,n1__Condition2,26.4038050589454,0.967,215.646,2032.095,467.615,929.712,579.270298039216,yes
Condition2-n1,n1__Condition2-412,Condition2,n1,n1__Condition2,15.819364723562,1.009,167.548,1843.919,1495.328,933.282,579.270298039216,yes
Condition2-n1,n1__Condition2-413,Condition2,n1,n1__Condition2,24.6550105442517,0.994,155.804,1920.161,812.436,940.356,579.270298039216,yes
Condition2-n1,n1__Condition2-415,Condition2,n1,n1__Condition2,19.2577481141193,0.983,176.149,1465.603,23.04,938.799,579.270298039216,yes
Condition2-n1,n1__Condition2-42,Condition2,n1,n1__Condition2,25.2760331321963,0.994,450.932,1641.748,1254.479,74.182,579.270298039216,yes
Condition2-n1,n1__Condition2-421,Condition2,n1,n1__Condition2,25.2760331321963,1.003,152.266,2479.716,1850.014,948.534,579.270298039216,yes
Condition2-n1,n1__Condition2-425,Condition2,n1,n1__Condition2,22.6487033316353,0.988,138.277,1842.572,1897.471,954.312,579.270298039216,yes
Condition2-n1,n1__Condition2-426,Condition2,n1,n1__Condition2,22.8307765865324,0.964,171.762,1812.298,322.954,955.589,579.270298039216,yes
Condition2-n1,n1__Condition2-427,Condition2,n1,n1__Condition2,13.0296968810473,0.982,154.601,1349.164,1636.813,950.805,579.270298039216,yes
Condition2-n1,n1__Condition2-428,Condition2,n1,n1__Condition2,14.7587561827976,1.017,161.937,1676.525,1382.4,955.024,579.270298039216,yes
Condition2-n1,n1__Condition2-429,Condition2,n1,n1__Condition2,19.697015757053,0.969,153.662,2019.837,2306.271,958.269,579.270298039216,yes
Condition2-n1,n1__Condition2-43,Condition2,n1,n1__Condition2,23.3846357884922,1.007,202.082,2129.366,1806.855,73.988,579.270298039216,yes
Condition2-n1,n1__Condition2-433,Condition2,n1,n1__Condition2,18.7038889121595,0.978,177.784,949.312,1615.331,961.709,579.270298039216,yes
Condition2-n1,n1__Condition2-434,Condition2,n1,n1__Condition2,14.2523251538792,0.982,154.121,1557.306,1659.204,959.567,579.270298039216,yes
Condition2-n1,n1__Condition2-437,Condition2,n1,n1__Condition2,19.8790890119501,1.015,152.738,2457.003,2561.333,963.786,579.270298039216,yes
Condition2-n1,n1__Condition2-444,Condition2,n1,n1__Condition2,16.4683985814908,0.991,156.21,1491.132,2030.44,973.196,579.270298039216,yes
Condition2-n1,n1__Condition2-445,Condition2,n1,n1__Condition2,19.210319941078,1.019,161.736,2323.742,180.426,976.441,579.270298039216,yes
Condition2-n1,n1__Condition2-447,Condition2,n1,n1__Condition2,17.4812606393276,0.993,176.182,2063.901,270.438,985.093,579.270298039216,yes
Condition2-n1,n1__Condition2-448,Condition2,n1,n1__Condition2,19.9462523979349,0.965,349.955,1638.545,2347.159,986.177,579.270298039216,yes
Condition2-n1,n1__Condition2-450,Condition2,n1,n1__Condition2,28.7344700455832,0.997,188.694,2607.648,1090.019,993.965,579.270298039216,yes
Condition2-n1,n1__Condition2-457,Condition2,n1,n1__Condition2,16.2108858835681,0.971,222.859,1607.75,570.159,995.587,579.270298039216,yes
Condition2-n1,n1__Condition2-459,Condition2,n1,n1__Condition2,21.7704863556542,0.981,147.09,2174.533,1224.04,998.508,579.270298039216,yes
Condition2-n1,n1__Condition2-463,Condition2,n1,n1__Condition2,24.9991035312164,1.001,151.678,1150.129,595.146,1009.541,579.270298039216,yes
Condition2-n1,n1__Condition2-470,Condition2,n1,n1__Condition2,29.0588278196044,1.007,146.073,1782.226,678.544,1021.872,579.270298039216,yes
Condition2-n1,n1__Condition2-472,Condition2,n1,n1__Condition2,14.3672350227916,0.987,150.15,1324.776,1501.494,1017.329,579.270298039216,yes
Condition2-n1,n1__Condition2-473,Condition2,n1,n1__Condition2,17.2043310383477,0.988,167.855,2715.972,40.109,1019.211,579.270298039216,yes
Condition2-n1,n1__Condition2-474,Condition2,n1,n1__Condition2,18.1022832272722,0.946,184.394,2118.067,567.962,1019.875,579.270298039216,yes
Condition2-n1,n1__Condition2-477,Condition2,n1,n1__Condition2,19.210319941078,0.964,159.742,2152.959,161.929,1023.495,579.270298039216,yes
Condition2-n1,n1__Condition2-478,Condition2,n1,n1__Condition2,14.6441646237715,1.008,144.643,1309.665,2081.712,1021.548,579.270298039216,yes
Condition2-n1,n1__Condition2-480,Condition2,n1,n1__Condition2,17.1091563823787,0.978,226.539,1333.897,637.007,1024.144,579.270298039216,yes
Condition2-n1,n1__Condition2-481,Condition2,n1,n1__Condition2,17.5958521983538,1.003,185.808,1085.233,535.436,1027.389,579.270298039216,yes
Condition2-n1,n1__Condition2-486,Condition2,n1,n1__Condition2,17.2517592113891,0.973,167.515,1782.706,168.542,1039.541,579.270298039216,yes
Condition2-n1,n1__Condition2-488,Condition2,n1,n1__Condition2,19.7641791430377,0.983,144.384,1983.532,1747.145,1045.237,579.270298039216,yes
Condition2-n1,n1__Condition2-490,Condition2,n1,n1__Condition2,16.3257957524804,0.968,196.27,1319.046,2144.972,1046.287,579.270298039216,yes
Condition2-n1,n1__Condition2-491,Condition2,n1,n1__Condition2,14.87366605171,0.989,190.936,1706.257,113.253,1046.859,579.270298039216,yes
Condition2-n1,n1__Condition2-500,Condition2,n1,n1__Condition2,21.6555764867418,0.946,158.082,1347.884,1322.041,1068.601,579.270298039216,yes
Condition2-n1,n1__Condition2-501,Condition2,n1,n1__Condition2,18.9333903400981,0.993,153.503,2017.625,1123.768,1068.601,579.270298039216,yes
Condition2-n1,n1__Condition2-504,Condition2,n1,n1__Condition2,22.9931146284861,1.004,139.788,1439.74,2061.268,1077.688,579.270298039216,yes
Condition2-n1,n1__Condition2-505,Condition2,n1,n1__Condition2,18.1974578832411,0.949,165.59,1916.741,8.842,1078.521,579.270298039216,yes
Condition2-n1,n1__Condition2-519,Condition2,n1,n1__Condition2,17.8727817993337,1.004,190.911,1478.237,1580.673,1095.535,579.270298039216,yes
Condition2-n1,n1__Condition2-520,Condition2,n1,n1__Condition2,24.8367654892626,1.004,173.182,3005.275,1634.542,1099.754,579.270298039216,yes
Condition2-n1,n1__Condition2-522,Condition2,n1,n1__Condition2,19.9936805709763,0.991,155.681,2095.968,1612.8,1099.754,579.270298039216,yes
Condition2-n1,n1__Condition2-523,Condition2,n1,n1__Condition2,21.5884131007571,0.956,150.948,1808.259,824.953,1105.7,579.270298039216,yes
Condition2-n1,n1__Condition2-524,Condition2,n1,n1__Condition2,16.0291309385571,1.006,177.571,2186.566,327.103,1102.675,579.270298039216,yes
Condition2-n1,n1__Condition2-528,Condition2,n1,n1__Condition2,26.4986614050282,0.929,274.062,1977.762,370.911,1112.734,579.270298039216,yes
Condition2-n1,n1__Condition2-530,Condition2,n1,n1__Condition2,14.9210942247514,1,150.412,2033.352,1377.532,1113.383,579.270298039216,yes
Condition2-n1,n1__Condition2-531,Condition2,n1,n1__Condition2,26.0597120719808,0.982,158.114,2204.345,1629.674,1123.443,579.270298039216,yes
Condition2-n1,n1__Condition2-536,Condition2,n1,n1__Condition2,18.3792128282521,0.965,156.706,3039.786,1649.404,1131.101,579.270298039216,yes
Condition2-n1,n1__Condition2-537,Condition2,n1,n1__Condition2,21.2163088438082,0.996,216.272,1387.516,537.708,1135.125,579.270298039216,yes
Condition2-n1,n1__Condition2-54,Condition2,n1,n1__Condition2,23.3846357884922,0.982,305.119,1738.892,1986.632,101.895,579.270298039216,yes
Condition2-n1,n1__Condition2-540,Condition2,n1,n1__Condition2,22.7161850275062,0.998,526.643,1979.632,1253.895,1146.159,579.270298039216,yes
Condition2-n1,n1__Condition2-542,Condition2,n1,n1__Condition2,20.8722158568435,0.995,187.847,2562.526,78.531,1147.781,579.270298039216,yes
Condition2-n1,n1__Condition2-543,Condition2,n1,n1__Condition2,18.9333903400981,1.005,149.019,1492.647,1657.906,1146.483,579.270298039216,yes
Condition2-n1,n1__Condition2-552,Condition2,n1,n1__Condition2,13.9753955528993,1.005,149.566,1661.984,1099.754,1168.874,579.270298039216,yes
Condition2-n1,n1__Condition2-554,Condition2,n1,n1__Condition2,22.0474159566341,0.989,156.317,1353.281,1219.497,1173.417,579.270298039216,yes
Condition2-n1,n1__Condition2-556,Condition2,n1,n1__Condition2,18.7710522981443,1.006,157.89,3431.398,34.722,1183.152,579.270298039216,yes
Condition2-n1,n1__Condition2-558,Condition2,n1,n1__Condition2,19.210319941078,0.968,223.33,1508.107,2428.935,1188.344,579.270298039216,yes
Condition2-n1,n1__Condition2-559,Condition2,n1,n1__Condition2,19.5544129280426,0.976,232.384,1790.51,869.354,1190.292,579.270298039216,yes
Condition2-n1,n1__Condition2-562,Condition2,n1,n1__Condition2,23.4995456574045,1.015,180.98,2524.059,1390.188,1197.431,579.270298039216,yes
Condition2-n1,n1__Condition2-563,Condition2,n1,n1__Condition2,13.5838743928933,0.991,155.589,1406.877,1073.271,1193.695,579.270298039216,yes
Condition2-n1,n1__Condition2-568,Condition2,n1,n1__Condition2,25.6678726020885,1.003,313.578,3008.784,2429.259,1210.735,579.270298039216,yes
Condition2-n1,n1__Condition2-570,Condition2,n1,n1__Condition2,14.3198068497502,0.986,724.281,1839.281,245.976,1206.841,579.270298039216,yes
Condition2-n1,n1__Condition2-572,Condition2,n1,n1__Condition2,14.5295730647453,0.998,163.824,2021.165,1995.393,1210.411,579.270298039216,yes
Condition2-n1,n1__Condition2-574,Condition2,n1,n1__Condition2,21.9325060877217,0.982,153.342,2235.454,476.409,1218.102,579.270298039216,yes
Condition2-n1,n1__Condition2-576,Condition2,n1,n1__Condition2,24.3500696732876,0.944,391.532,1673.184,242.407,1223.716,579.270298039216,yes
Condition2-n1,n1__Condition2-577,Condition2,n1,n1__Condition2,19.3249115001041,0.978,319.631,2494.752,2227.74,1221.444,579.270298039216,yes
Condition2-n1,n1__Condition2-582,Condition2,n1,n1__Condition2,21.2640553267358,0.98,168.186,1152.43,94.432,1228.908,579.270298039216,yes
Condition2-n1,n1__Condition2-583,Condition2,n1,n1__Condition2,19.9265171849915,0.977,173.557,1759.704,2292.642,1227.61,579.270298039216,yes
Condition2-n1,n1__Condition2-584,Condition2,n1,n1__Condition2,15.9339562825882,0.989,219.31,1845.957,1358.062,1228.908,579.270298039216,yes
Condition2-n1,n1__Condition2-590,Condition2,n1,n1__Condition2,16.4403873115066,0.988,352.667,1175.102,772.327,1240.59,579.270298039216,yes
Condition2-n1,n1__Condition2-593,Condition2,n1,n1__Condition2,18.4941226971644,0.978,233.534,2335.654,1813.994,1248.054,579.270298039216,yes
Condition2-n1,n1__Condition2-596,Condition2,n1,n1__Condition2,24.1877316313339,0.98,164.485,1716.355,695.418,1260.71,579.270298039216,yes
Condition2-n1,n1__Condition2-599,Condition2,n1,n1__Condition2,17.1845958254043,0.968,172.959,1349.968,504.159,1263.006,579.270298039216,yes
Condition2-n1,n1__Condition2-6,Condition2,n1,n1__Condition2,22.8782047595738,0.947,220.155,2086.488,1322.139,10.741,579.270298039216,yes
Condition2-n1,n1__Condition2-60,Condition2,n1,n1__Condition2,19.6495875840116,0.967,149.996,2041.441,371.928,104.733,579.270298039216,yes
Condition2-n1,n1__Condition2-601,Condition2,n1,n1__Condition2,18.6087142561906,0.97,203.633,1361.96,1401.145,1270.788,579.270298039216,yes
Condition2-n1,n1__Condition2-604,Condition2,n1,n1__Condition2,23.8239034314258,0.998,156.974,2181.974,165.499,1279.855,579.270298039216,yes
Condition2-n1,n1__Condition2-606,Condition2,n1,n1__Condition2,16.9270831274816,1.001,152.426,2184.764,2409.14,1277.259,579.270298039216,yes
Condition2-n1,n1__Condition2-607,Condition2,n1,n1__Condition2,20.0414270539038,0.989,147.043,2439.556,1648.95,1280.44,579.270298039216,yes
Condition2-n1,n1__Condition2-613,Condition2,n1,n1__Condition2,14.2523251538792,1.019,154.982,2065.715,2022.976,1290.889,579.270298039216,yes
Condition2-n1,n1__Condition2-618,Condition2,n1,n1__Condition2,20.0414270539038,0.987,146.375,1655.461,1557.958,1310.035,579.270298039216,yes
Condition2-n1,n1__Condition2-621,Condition2,n1,n1__Condition2,18.7710522981443,0.979,205.89,2241.734,1071.846,1313.604,579.270298039216,yes
Condition2-n1,n1__Condition2-622,Condition2,n1,n1__Condition2,23.4521174843631,1.001,152.852,1539.98,810.294,1316.2,579.270298039216,yes
Condition2-n1,n1__Condition2-624,Condition2,n1,n1__Condition2,18.8184804711857,0.978,273.61,2283.409,1215.841,1316.715,579.270298039216,yes
Condition2-n1,n1__Condition2-625,Condition2,n1,n1__Condition2,24.0534048593643,0.998,151.597,1832.596,2395.186,1319.121,579.270298039216,yes
Condition2-n1,n1__Condition2-63,Condition2,n1,n1__Condition2,9.57157827754659,0.931,801.862,881.308,1965.604,101.7,579.270298039216,yes
Condition2-n1,n1__Condition2-633,Condition2,n1,n1__Condition2,14.9210942247514,0.966,174.581,2084.903,1234.749,1324.313,579.270298039216,yes
Condition2-n1,n1__Condition2-640,Condition2,n1,n1__Condition2,28.7344700455832,0.995,164.253,2466.576,1621.886,1340.214,579.270298039216,yes
Condition2-n1,n1__Condition2-643,Condition2,n1,n1__Condition2,16.1437224975833,0.998,156.019,1343.934,1506.037,1341.187,579.270298039216,yes
Condition2-n1,n1__Condition2-644,Condition2,n1,n1__Condition2,19.4675143291145,0.986,225.004,1230.755,1398.783,1344.63,579.270298039216,yes
Condition2-n1,n1__Condition2-646,Condition2,n1,n1__Condition2,18.2646212692259,1.002,138.701,1270.857,1906.478,1344.432,579.270298039216,yes
Condition2-n1,n1__Condition2-649,Condition2,n1,n1__Condition2,19.8593537990067,0.948,148.717,1501.693,695.075,1349.873,579.270298039216,yes
Condition2-n1,n1__Condition2-656,Condition2,n1,n1__Condition2,12.9151053220211,0.987,149.16,2622.554,2150.183,1353.843,579.270298039216,yes
Condition2-n1,n1__Condition2-659,Condition2,n1,n1__Condition2,30.9502251633085,0.976,252.152,612.463,78.985,1371.756,579.270298039216,yes
Condition2-n1,n1__Condition2-663,Condition2,n1,n1__Condition2,14.2048969808378,1.005,167.124,1401.222,1179.258,1365.85,579.270298039216,yes
Condition2-n1,n1__Condition2-667,Condition2,n1,n1__Condition2,20.9868074158697,0.945,234.807,1200.893,694.308,1374.649,579.270298039216,yes
Condition2-n1,n1__Condition2-67,Condition2,n1,n1__Condition2,21.6555764867418,0.95,205.063,2215.55,355.257,114.623,579.270298039216,yes
Condition2-n1,n1__Condition2-670,Condition2,n1,n1__Condition2,16.4206520985632,0.991,289.303,2081.203,105.789,1374.936,579.270298039216,yes
Condition2-n1,n1__Condition2-672,Condition2,n1,n1__Condition2,16.7650633954141,0.992,173.133,1633.823,1143.887,1376.559,579.270298039216,yes
Condition2-n1,n1__Condition2-674,Condition2,n1,n1__Condition2,26.0597120719808,1.006,145.988,1324.47,1771.808,1383.049,579.270298039216,yes
Condition2-n1,n1__Condition2-678,Condition2,n1,n1__Condition2,16.7173169124865,0.961,209.675,1997.866,989.422,1382.075,579.270298039216,yes
Condition2-n1,n1__Condition2-682,Condition2,n1,n1__Condition2,19.3054945970469,0.943,375.562,1650.153,2252.565,1392.297,579.270298039216,yes
Condition2-n1,n1__Condition2-684,Condition2,n1,n1__Condition2,20.5478580828222,1.007,169.903,2516.071,1894.472,1396.353,579.270298039216,yes
Condition2-n1,n1__Condition2-685,Condition2,n1,n1__Condition2,16.2586323664957,0.984,200.427,2094.313,2389.345,1394.406,579.270298039216,yes
Condition2-n1,n1__Condition2-686,Condition2,n1,n1__Condition2,17.2043310383477,0.995,156.765,1199.791,384.865,1397.651,579.270298039216,yes
Condition2-n1,n1__Condition2-690,Condition2,n1,n1__Condition2,17.4338324662862,1.013,151.411,1655.084,1145.834,1408.36,579.270298039216,yes
Condition2-n1,n1__Condition2-692,Condition2,n1,n1__Condition2,23.4323822714198,0.949,261.896,2592.95,1339.071,1417.563,579.270298039216,yes
Condition2-n1,n1__Condition2-695,Condition2,n1,n1__Condition2,18.2171930961845,1.012,160.292,1960.663,1738.708,1419.069,579.270298039216,yes
Condition2-n1,n1__Condition2-697,Condition2,n1,n1__Condition2,17.8727817993337,1.009,156.579,949.787,2381.557,1425.235,579.270298039216,yes
Condition2-n1,n1__Condition2-700,Condition2,n1,n1__Condition2,15.5898632956235,1,178.618,1718.558,1152.649,1435.619,579.270298039216,yes
Condition2-n1,n1__Condition2-703,Condition2,n1,n1__Condition2,24.0534048593643,0.97,192.121,1956.33,350.143,1441.784,579.270298039216,yes
Condition2-n1,n1__Condition2-706,Condition2,n1,n1__Condition2,21.3786468857619,0.997,192.195,2289.391,1164.276,1448.773,579.270298039216,yes
Condition2-n1,n1__Condition2-709,Condition2,n1,n1__Condition2,15.5898632956235,0.978,248.099,1298.903,1327.169,1448.404,579.270298039216,yes
Condition2-n1,n1__Condition2-711,Condition2,n1,n1__Condition2,17.5958521983538,0.989,202.979,1446.096,1681.108,1456.549,579.270298039216,yes
Condition2-n1,n1__Condition2-712,Condition2,n1,n1__Condition2,16.1437224975833,0.982,153.197,1469.247,415.693,1460.606,579.270298039216,yes
Condition2-n1,n1__Condition2-713,Condition2,n1,n1__Condition2,23.270044229466,0.993,173.034,2475.042,1429.778,1465.473,579.270298039216,yes
Condition2-n1,n1__Condition2-715,Condition2,n1,n1__Condition2,15.7522013375773,0.973,178.64,2135.104,1651.416,1464.824,579.270298039216,yes
Condition2-n1,n1__Condition2-716,Condition2,n1,n1__Condition2,16.5355619674756,0.994,171.87,2564.047,2201.78,1464.824,579.270298039216,yes
Condition2-n1,n1__Condition2-717,Condition2,n1,n1__Condition2,13.4215363509395,0.982,148.133,873.682,1629.349,1464.175,579.270298039216,yes
Condition2-n1,n1__Condition2-718,Condition2,n1,n1__Condition2,18.6564607391182,0.969,149.467,2583.211,834.509,1468.284,579.270298039216,yes
Condition2-n1,n1__Condition2-722,Condition2,n1,n1__Condition2,23.1554526704399,0.985,148.509,1697.781,762.591,1495.004,579.270298039216,yes
Condition2-n1,n1__Condition2-727,Condition2,n1,n1__Condition2,16.306060539537,0.932,229.983,2112.825,2329.486,1497.175,579.270298039216,yes
Condition2-n1,n1__Condition2-731,Condition2,n1,n1__Condition2,18.0825480143288,0.982,182.823,2590.907,183.184,1508.795,579.270298039216,yes
Condition2-n1,n1__Condition2-74,Condition2,n1,n1__Condition2,26.9576642609052,0.991,352.961,2326.698,271.288,126.558,579.270298039216,yes
Condition2-n1,n1__Condition2-740,Condition2,n1,n1__Condition2,21.2640553267358,1.008,182.744,2239.689,1438.539,1539.137,579.270298039216,yes
Condition2-n1,n1__Condition2-743,Condition2,n1,n1__Condition2,16.1914689805109,1.002,153.788,1573.065,121.852,1544.491,579.270298039216,yes
Condition2-n1,n1__Condition2-746,Condition2,n1,n1__Condition2,11.4155474482093,0.992,218.726,1535.813,2555.492,1550.494,579.270298039216,yes
Condition2-n1,n1__Condition2-747,Condition2,n1,n1__Condition2,15.8667928966034,0.991,149.955,741.237,548.741,1553.739,579.270298039216,yes
Condition2-n1,n1__Condition2-748,Condition2,n1,n1__Condition2,23.3372076154508,1.005,163.487,2074.228,1104.297,1558.931,579.270298039216,yes
Condition2-n1,n1__Condition2-750,Condition2,n1,n1__Condition2,15.6570266816083,0.969,164.481,1214.594,618.51,1557.958,579.270298039216,yes
Condition2-n1,n1__Condition2-757,Condition2,n1,n1__Condition2,22.7161850275062,0.989,157.107,1918.887,129.868,1576.585,579.270298039216,yes
Condition2-n1,n1__Condition2-760,Condition2,n1,n1__Condition2,19.3726579830317,0.985,155.414,958.183,948.858,1582.296,579.270298039216,yes
Condition2-n1,n1__Condition2-762,Condition2,n1,n1__Condition2,23.1077061875123,1.002,215.331,2292.204,2476.313,1592.68,579.270298039216,yes
Condition2-n1,n1__Condition2-764,Condition2,n1,n1__Condition2,20.5952862558636,1.013,328.177,1501.066,1047.346,1593.167,579.270298039216,yes
Condition2-n1,n1__Condition2-765,Condition2,n1,n1__Condition2,17.7581902403075,1.005,187.066,1936.956,239.811,1593.978,579.270298039216,yes
Condition2-n1,n1__Condition2-767,Condition2,n1,n1__Condition2,19.9936805709763,1.004,159.67,2467.709,448.469,1598.846,579.270298039216,yes
Condition2-n1,n1__Condition2-768,Condition2,n1,n1__Condition2,22.9456864554447,0.988,188.599,2321.167,468.588,1601.117,579.270298039216,yes
Condition2-n1,n1__Condition2-77,Condition2,n1,n1__Condition2,19.9936805709763,0.958,223.277,2185.854,1319.408,142.92,579.270298039216,yes
Condition2-n1,n1__Condition2-770,Condition2,n1,n1__Condition2,18.1974578832411,0.967,153.801,1452.149,1354.492,1601.117,579.270298039216,yes
Condition2-n1,n1__Condition2-771,Condition2,n1,n1__Condition2,15.9339562825882,0.984,179.869,1124.689,96.703,1604.362,579.270298039216,yes
Condition2-n1,n1__Condition2-774,Condition2,n1,n1__Condition2,24.5124077152414,0.982,196.095,1506.374,2435.425,1612.475,579.270298039216,yes
Condition2-n1,n1__Condition2-778,Condition2,n1,n1__Condition2,16.3732239255218,0.97,365.202,1553.827,72.69,1613.773,579.270298039216,yes
